,Review,Score,Source
1973,These are certainly very comfortable and functionality is decent.,1,amazon
1974,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1,amazon
1975,I'm a bit disappointed.,0,amazon
1976,"I have had this phone for over a year now, and I will tell you, its not that great.",0,amazon
1977,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0,amazon
1978,The battery is completely useless to me.,0,amazon
1979,What a big waste of time.,0,amazon
1980,Don't waste your $$$ on this one.,0,amazon
1981,Great sound and service.,1,amazon
1982,Really pleased with this product so far.,1,amazon
1983,One of my favorite purchases ever.,1,amazon
1984,best bluetooth on the market.,1,amazon
1985,Authentic leather with nice shine and comfort .I recommend you this case !!,1,amazon
1986,I was very excited to get this headset because I thought it was really cute.,1,amazon
1987,Do not make the same mistake as me.,0,amazon
1988,Big Disappointment with calendar sync.,0,amazon
1989,the phone was unusable and was not new.,0,amazon
1990,Worst Customer Service Ever.,0,amazon
1991,"No additional ear gels provided, and no instructions whatsoever.",0,amazon
1992,It defeats the purpose of a bluetooth headset.,0,amazon
1993,Worth every penny.,1,amazon
1994,Excellent wallet type phone case.,1,amazon
1995,Nice headphones for the price and they work great!,1,amazon
1996,Internet is excrutiatingly slow.,0,amazon
1997,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1,amazon
1998,"It's fits like a glove and is strong, secure, and durable.",1,amazon
1999,O my gosh the best phone I have ever had.,1,amazon
2000,It's very attractive and appears to be of good quality.,1,amazon
2001,I love all the features and form factor.,1,amazon
2002,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0,amazon
2003,poor quality and service.,0,amazon
2004,"The cable looks so thin and flimsy, it is scary.",0,amazon
2005,Great Earpiece.,1,amazon
2006,Excellent hands free tool.,1,amazon
2007,Great for using with your home stereo.,1,amazon
2008,Good product - incredible value.,1,amazon
2009,Only had this a month but it's worked flawlessly so far.,1,amazon
2010,Works great.,1,amazon
2011,Absolutel junk.,0,amazon
2012,THAT one didn't work either.,0,amazon
2013,Battery life is real good.,1,amazon
2014,Returned 8 hours later.,0,amazon
2015,It's a great item.,1,amazon
2016,Don't waste your money!.,0,amazon
2017,Love this headset!,1,amazon
2018,"Not only will it drain your player, but may also potentially fry it.",0,amazon
2019,Worked perfectly!,1,amazon
2020,Unreliable - I'm giving up.,0,amazon
2021,I gave it 5 stars because of the sound quality.,1,amazon
2022,Avoid this one if you can.,0,amazon
2023,Reversible plug works great.,1,amazon
2024,I wasted my little money with this earpiece.,0,amazon
2025,Very good phone.,1,amazon
2026,"Best of all is the rotating feature, very helpful.",1,amazon
2027,Comfort for our whole family.,1,amazon
2028,"Good product, good seller.",1,amazon
2029,I love this bluetooth!,1,amazon
2030,"First of all, it doesn't wear well.",0,amazon
2031,I am very impressed with this headset from Plantronics.,1,amazon
2032,I got it because it was so small and adorable.,1,amazon
2033,Great phone!.,1,amazon
2034,I wouldn't recommend buying this product.,0,amazon
2035,Piece of Junk.,0,amazon
2036,Poorly contstruct hinge.,0,amazon
2037,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1,amazon
2038,Great Phone.,1,amazon
2039,Don't buy it.,0,amazon
2040,Excellent Phone.,1,amazon
2041,DO NOT PURCHASE THIS PHONE.,0,amazon
2042,The voice recognition thru the handset is excellent.,1,amazon
2043,This is hands down the best phone I've ever had.,1,amazon
2044,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1,amazon
2045,This one works and was priced right.,1,amazon
2046,Customer service was terrible.,0,amazon
2047,Battery life still not long enough in Motorola Razor V3i.,0,amazon
2048,Sending it back.,0,amazon
2049,Now I know that I made a wise decision.,1,amazon
2050,Someone shouldve invented this sooner.,1,amazon
2051,Good price.,1,amazon
2052,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1,amazon
2053,I received it quickly and it works great!!,1,amazon
2054,Has been working great.,1,amazon
2055,"As many people complained, I found this headset's microphone was very weak.",0,amazon
2056,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0,amazon
2057,They do not care about the consumer one bit.,0,amazon
2058,"This is a good battery, and it got here really fast.",1,amazon
2059,The instruction manual is lacking.,0,amazon
2060,Also its slim enough to fit into my alarm clock docking station without removing the case.,1,amazon
2061,Phone now holds charge like it did when it was new.,1,amazon
2062,The battery is unreliable as well as the service use antena.,0,amazon
2063,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0,amazon
2064,We have gotten a lot of compliments on it.,1,amazon
2065,This is definitely a must have if your state does not allow cell phone usage while driving.,1,amazon
2066,I want my money back.,0,amazon
2067,I love this device.,1,amazon
2068,I am also very happy with the price.,1,amazon
2069,I ordered this product first and was unhappy with it immediately.,0,amazon
2070,The Ngage is still lacking in earbuds.,0,amazon
2071,I was able to do voice dialing in the car with no problem.,1,amazon
2072,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0,amazon
2073,"good item, low price.",1,amazon
2074,"However-the riingtones are not the best, and neither are the games.",0,amazon
2075,The plug did not work very well.,0,amazon
2076,AMAZON SUCKS.,0,amazon
2077,Rip off---- Over charge shipping.,0,amazon
2078,VERY comfortable.,1,amazon
2079,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,amazon
2080,The reception is excellent!,1,amazon
2081,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1,amazon
2082,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1,amazon
2083,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0,amazon
2084,Obviously there is a problem with the adhesive.,0,amazon
2085,Very disappointing.,0,amazon
2086,"It was an inexpensive piece, but I would still have expected better quality.",0,amazon
2087,It is practically useless and did not add any kind of boost to my reception after I bought it.,0,amazon
2088,Excellent sound quality.,1,amazon
2089,Was not happy.,0,amazon
2090,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,amazon
2091,New Battery works great in phone.,1,amazon
2092,Worst customer service.,0,amazon
2093,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1,amazon
2094,Reception is terrible and full of static.,0,amazon
2095,Good audio quality.,1,amazon
2096,This little device has transformed my organizational capability and made my life a whole lot easier.,1,amazon
2097,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0,amazon
2098,Were JERKS on the phone.,0,amazon
2099,Works like a charm.. Works as advertised.,1,amazon
2100,"Comfortable, Nice Range, Good Battery Life.",1,amazon
2101,Their network coverage in Los Angeles is horrible.,0,amazon
2102,Excellent starter wireless headset.,0,amazon
2103,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,amazon
2104,The only thing that I think could improve is the sound leaks out from the headset.,0,amazon
2105,"First off the reception sucks, I have never had more than 2 bars, ever.",0,amazon
2106,The phone gets EXTREMELY HOT!,0,amazon
2107,"The microphone also works well, but (according to people I have called) it applifies everything.",1,amazon
2108,Nice design and quality.,1,amazon
2109,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,amazon
2110,"It is light, easy to use, and has very clear reception and transmission.",1,amazon
2111,"bad fit, way too big.",0,amazon
2112,It definitely was not as good as my S11.,1,amazon
2113,awesome device.,1,amazon
2114,Waste of money.,0,amazon
2115,"I had ordered a motorola data cable, got a very well finished and working product.",1,amazon
2116,Love This Phone.,1,amazon
2117,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1,amazon
2118,"I'll be drivng along, and my headset starts ringing for no reason.",0,amazon
2119,Display is excellent and camera is as good as any from that year.,1,amazon
2120,Battery life is also great!,1,amazon
2121,The worst phone I've ever had.... Only had it for a few months.,0,amazon
2122,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,amazon
2123,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,amazon
2124,Protects the phone on all sides.,1,amazon
2125,This is a VERY average phone with bad battery life that operates on a weak network.,0,amazon
2126,"Clear Skype Calls, Long Battery Life, Long Range.",1,amazon
2127,Soyo technology sucks.,0,amazon
2128,Great Hands Free Device.,1,amazon
2129,"you can even take self portraits with the outside (exterior) display, very cool.",1,amazon
2130,Same problem as others have mentioned.,0,amazon
2131,After trying many many handsfree gadgets this is the one that finally works well.,1,amazon
2132,Magical Help.,1,amazon
2133,The worst piece of crap ever along with the Verizon customer service.,0,amazon
2134,Poor sound quality.,0,amazon
2135,The best phone in market :).,1,amazon
2136,It worked very well.,1,amazon
2137,The company shipped my product very promptly and it works well.,1,amazon
2138,Exactly what I wanted.,1,amazon
2139,The picture resolution is far below what other comparably-priced phones are offering today.,0,amazon
2140,This is a great deal.,1,amazon
2141,"Excellent product, I am very satisfied with the purchase.",1,amazon
2142,I highly recommend these and encourage people to give them a try.,1,amazon
2143,Better than you'd expect.,1,amazon
2144,"Using all earpieces, left or right, this thing will not stay on my ear.",0,amazon
2145,Great product and price.,1,amazon
2146,"Sounds good reasonably priced and effective, Its that simple !",1,amazon
2147,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,amazon
2148,what a disappointment,0,amazon
2149,Very prompt service.,1,amazon
2150,Excellent product for the price.,1,amazon
2151,Very pleased with this headset.,1,amazon
2152,don't waste your money and time.,0,amazon
2153,I especially love the long battery life.,1,amazon
2154,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,amazon
2155,Works great.,1,amazon
2156,Plantronics Bluetooth Excelent Buy.,1,amazon
2157,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,amazon
2158,I'll be looking for a new earpiece.,0,amazon
2159,I highly recommend this device to everyone!,1,amazon
2160,Jawbone Era is awesome too!,1,amazon
2161,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,amazon
2162,After a year the battery went completely dead on my headset.,0,amazon
2163,"I have used several phone in two years, but this one is the best.",1,amazon
2164,An Awesome New Look For Fall 2000!.,1,amazon
2165,This is the first phone I've had that has been so cheaply made.,0,amazon
2166,"Att is not clear, sound is very distorted and you have to yell when you talk.",0,amazon
2167,The plastic breaks really easy on this clip.,0,amazon
2168,Price is good too.,1,amazon
2169,Don't make the same mistake I did.,0,amazon
2170,Oh and I forgot to also mention the weird color effect it has on your phone.,0,amazon
2171,I'm using it with an iriver SPINN (with case) and it fits fine.,1,amazon
2172,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,amazon
2173,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,amazon
2174,"every thing on phone work perfectly, she like it.",1,amazon
2175,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,amazon
2176,IT'S REALLY EASY.,1,amazon
2177,My Sanyo has survived dozens of drops on blacktop without ill effect.,1,amazon
2178,Fantastic earphones.,1,amazon
2179,It finds my cell phone right away when I enter the car.,1,amazon
2180,Low Quality.,0,amazon
2181,I highly recommend this modest priced cellular phone.,1,amazon
2182,But it does get better reception and clarity than any phone I've had before.,1,amazon
2183,Warning - Stay away.,0,amazon
2184,I wish I could return the unit and get back my money.,0,amazon
2185,Awsome Device Works Great!!.,1,amazon
2186,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,amazon
2187,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,amazon
2188,Very Displeased.,0,amazon
2189,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,amazon
2190,They made this case too small and is very difficult to install.,0,amazon
2191,Restored my phone to like new performance.,1,amazon
2192,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,amazon
2193,"I searched the Internet, and found this one to be the best value.",1,amazon
2194,Does not fit.,0,amazon
2195,Very happy with this product.,1,amazon
2196,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,amazon
2197,There's really nothing bad I can say about this headset.,0,amazon
2198,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,amazon
2199,Portable and it works.,1,amazon
2200,"My colleague & I now get great reception.A little expensive, but performance is great.",1,amazon
2201,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,amazon
2202,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,amazon
2203,Not good when wearing a hat or sunglasses.,0,amazon
2204,Timely shipment and quality product.,1,amazon
2205,Nice solid keyboard.,1,amazon
2206,Very well made and fits my Surefire GX2 perfectly.,1,amazon
2207,Horrible phone.,0,amazon
2208,BT50 battery junk!.,0,amazon
2209,We would recommend these to others.,1,amazon
2210,Cant get the software to work with my computer.,0,amazon
2211,Disappointed!.,0,amazon
2212,poor voice clarity.,0,amazon
2213,The battery works great!,1,amazon
2214,No buyers remorse on this one!.,0,amazon
2215,Very disappointed in AccessoryOne.,0,amazon
2216,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,amazon
2217,"Looks great and is strong.""",1,amazon
2218,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,amazon
2219,The update procedure is difficult and cumbersome.,0,amazon
2220,Disappointment.. I hate anything that goes in my ear.,0,amazon
2221,Great software for Motorolas.,1,amazon
2222,The delivery was on time.,1,amazon
2223,Very easy to use.,1,amazon
2224,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,amazon
2225,The volume switch rocketed out of the unit to a destination unknown.,0,amazon
2226,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,amazon
2227,I'd like to return it.,0,amazon
2228,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,amazon
2229,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,amazon
2230,"After charging overnight, these batteries work great.",1,amazon
2231,You won't regret it!,1,amazon
2232,I love this phone!.,1,amazon
2233,A Disappointment.,0,amazon
2234,Its not user friendly.,0,amazon
2235,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,amazon
2236,"Then I exchanged for the same phone, even that had the same problem.",0,amazon
2237,This results in the phone being either stuck at max volume or mute.,0,amazon
2238,This PDA rocks.,1,amazon
2239,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,amazon
2240,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,amazon
2241,I had Verizon 2 years ago and really liked their service.,1,amazon
2242,Pretty piece of junk.,0,amazon
2243,Plug was the wrong size.,0,amazon
2244,Works as described.,1,amazon
2245,Save your money.... I've had this item for 11 months now.,0,amazon
2246,Bad Purchase.,0,amazon
2247,WELL IM SATISFIED.,1,amazon
2248,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,amazon
2249,This battery is an excellent bargain!,1,amazon
2250,Defective crap.,0,amazon
2251,I would have given no star if I was able.,0,amazon
2252,I wear glasses and it fits fine with them.,1,amazon
2253,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,amazon
2254,I would not recommend this item to anyone.,0,amazon
2255,The holster that arrived did not match the photo in the ad.,0,amazon
2256,great...no problems at all!.,1,amazon
2257,"As an earlier review noted, plug in this charger and nothing happens.",0,amazon
2258,This frog phone charm is adorable and very eye catching.,1,amazon
2259,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,amazon
2260,The sound is clear and the people I talk to on it are amazed at the quality too.,1,amazon
2261,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,amazon
2262,"very good product, well made.",1,amazon
2263,Mobile Phone Tools are a must have.,1,amazon
2264,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,amazon
2265,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,amazon
2266,The phone is sturdy and waterproof.,1,amazon
2267,I am not impressed with this and i would not recommend this item to anyone.,0,amazon
2268,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,amazon
2269,Thanks again to Amazon for having the things I need for a good price!,1,amazon
2270,I ended up sliding it on the edge of my pants or back pockets instead.,1,amazon
2271,I had to go to a store and bought a new NOKIA phone which is working great.,1,amazon
2272,Works great!.,1,amazon
2273,REALLY UGLY.,0,amazon
2274,"horrible, had to switch 3 times.",0,amazon
2275,The noise shield is incrediable.,1,amazon
2276,No real improvement.,0,amazon
2277,Razr Battery - Good buy.,1,amazon
2278,Keep up the good work Amazon!!,1,amazon
2279,They refuse to refund or replace.,0,amazon
2280,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,amazon
2281,So I basically threw my money out the window for nothing.,0,amazon
2282,Great case and price!,1,amazon
2283,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,amazon
2284,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,amazon
2285,"Small, sleek, impressive looking, practical setup with ample storage in place.",1,amazon
2286,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,amazon
2287,none of the new ones have ever quite worked properly.,0,amazon
2288,I am glad I purchased it.,1,amazon
2289,I've missed numerous calls because of this reason.,0,amazon
2290,"Perhaps my phone is defective, but people cannot hear me when I use this.",0,amazon
2291,Don't buy this product.,0,amazon
2292,"sucked, most of the stuff does not work with my phone.",0,amazon
2293,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,amazon
2294,Worst software ever used.... If I could give this zero stars I would.,0,amazon
2295,Trying to make a call on these is an exercise in frustration.,0,amazon
2296,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,amazon
2297,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,amazon
2298,"I love the camera, it's really pretty good quality.",1,amazon
2299,Thank you for such great service.,1,amazon
2300,Its a total package.,1,amazon
2301,"The seller is very understanding and patient, I would definitely buy from them again.",1,amazon
2302,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,amazon
2303,It's AGGRAVATING!,0,amazon
2304,Great product for the price!.,1,amazon
2305,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,amazon
2306,Virgin Wireless rocks and so does this cheap little phone!,1,amazon
2307,"None of it works, just don't buy it.",0,amazon
2308,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,amazon
2309,Please dont waste your money.,0,amazon
2310,"All in all, I'm quite satisfied with this purchase.",1,amazon
2311,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,amazon
2312,Yet Plantronincs continues to use the same flawed charger design.,0,amazon
2313,Disapointing Results.,0,amazon
2314,Cumbersome design.,0,amazon
2315,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,amazon
2316,Great Product.,1,amazon
2317,It's A PIECE OF CRAP!,0,amazon
2318,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,amazon
2319,This fixes all the problems.,1,amazon
2320,Worst ever.,0,amazon
2321,I am very happy,1,amazon
2322,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,amazon
2323,"I can barely ever hear on it and am constantly saying ""what?""",0,amazon
2324,The battery life is highly unacceptable.,0,amazon
2325,That company is a joke.,0,amazon
2326,It does everything the description said it would.,1,amazon
2327,Due to this happening on every call I was forced to stop using this headset.,0,amazon
2328,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,amazon
2329,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,amazon
2330,"Voice Quality, Signal Strength, Dropped Calls.",0,amazon
2331,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,amazon
2332,Better than expected.,1,amazon
2333,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,amazon
2334,Battery is holding up well.,1,amazon
2335,Also difficult to put on.I'd recommend avoiding this product.,0,amazon
2336,"I only used it two days, and it wasn't always easy to hear with.",0,amazon
2337,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,amazon
2338,Sprint - terrible customer service.,0,amazon
2339,Linked to my phone without effort.,1,amazon
2340,THey are so cool!,1,amazon
2341,Easy to use.,1,amazon
2342,Better Than New.,1,amazon
2343,"What possesed me to get this junk, I have no idea...",0,amazon
2344,Piece of trash.,0,amazon
2345,A pretty good product.,1,amazon
2346,This is a great phone!.,1,amazon
2347,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,amazon
2348,Their Research and Development division obviously knows what they're doing.,1,amazon
2349,"The real killer is the volume, and of course it breaking.",0,amazon
2350,Those phones are working just fine now.,1,amazon
2351,I am more than happy with this product.,1,amazon
2352,Poor Construction.,0,amazon
2353,This is infuriating.,0,amazon
2354,"Overall, I would recommend this phone over the new Walkman.",1,amazon
2355,Sprint charges for this service.,0,amazon
2356,"It is cheap, and it feel and look just as cheap.",0,amazon
2357,It fits my ear well and is comfortable on.,1,amazon
2358,It doesn't work in Europe or Asia.,0,amazon
2359,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,amazon
2360,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,amazon
2361,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,amazon
2362,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,amazon
2363,the charger worked for about a week and then completely stopped charging my phone.,0,amazon
2364,Poor product.,0,amazon
2365,However I needed some better instructions.,0,amazon
2366,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0,amazon
2367,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1,amazon
2368,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,amazon
2369,DO NOT BUY DO NOT BUYIT SUCKS,0,amazon
2370,This is a great product..... sure beats using your fingers!.,1,amazon
2371,"Plus, I seriously do not believe it is worth its steep price point.",0,amazon
2372,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,amazon
2373,Very Dissapointing Performance.,0,amazon
2374,Don't make the same mistake that I did and please don't buy this phone.,0,amazon
2375,This phone might well be the worst I've ever had in any brand.,0,amazon
2376,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,amazon
2377,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1,amazon
2378,Don't bother - go to the store.,0,amazon
2379,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,amazon
2380,I did not have any problem with this item and would order it again if needed.,1,amazon
2381,You get what you pay for I guess.,0,amazon
2382,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,amazon
2383,im surprised this is a good quality car charger and there's not much reviews about it.,1,amazon
2384,These are fabulous!,1,amazon
2385,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,amazon
2386,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1,amazon
2387,Disappointing accessory from a good manufacturer.,0,amazon
2388,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,amazon
2389,Very wind-resistant.,1,amazon
2390,"Obviously they have a terrible customer service, so you get what you pay for.",0,amazon
2391,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,amazon
2392,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,amazon
2393,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,amazon
2394,Phone is sturdy as all nokia bar phones are.,1,amazon
2395,Great phone.,1,amazon
2396,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,amazon
2397,I'm pleased.,1,amazon
2398,Battery is terrible.,0,amazon
2399,I found the product to be easy to set up and use.,1,amazon
2400,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,amazon
2401,Utter crap.. Sound quality is TERRIBLE.,0,amazon
2402,"The charger arrived within the promised timeframe, but it did not work.",0,amazon
2403,"No ear loop needed, it's tiny and the sound is great.",1,amazon
2404,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,amazon
2405,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,amazon
2406,Talk about USELESS customer service.,0,amazon
2407,"It felt too light and ""tinny."".",0,amazon
2408,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,amazon
2409,I'm happy about this purchase- good quality and low price.,1,amazon
2410,I love the look and feel of Samsung flipphones.,1,amazon
2411,Its well-designed and very sharp -- the blue is a very nice color.,1,amazon
2412,Does everything it should and more.,1,amazon
2413,I could not recommend these more.,0,amazon
2414,Nice Sound.,1,amazon
2415,"Looks good in the picture, but this case was a huge disappointment!!",0,amazon
2416,Much less than the jawbone I was going to replace it with.,1,amazon
2417,Setup went very smoothly.,1,amazon
2418,its extremely slow and takes forever to do anything with it.,0,amazon
2419,"A must study for anyone interested in the ""worst sins"" of industrial design.",0,amazon
2420,The first thing that happened was that the tracking was off.,0,amazon
2421,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,amazon
2422,Then I had to continue pairing it periodically since it somehow kept dropping.,0,amazon
2423,Can't upload ringtones from a third party.,0,amazon
2424,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,amazon
2425,Truly awful.,0,amazon
2426,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,amazon
2427,The volume for the ringer is REAL good (you have choices how loud).,1,amazon
2428,And none of the tones is acceptable.,0,amazon
2429,camera color balance is AWFUL.,0,amazon
2430,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,amazon
2431,I love the ringtones because they are so upbeat!,1,amazon
2432,Chinese Forgeries Abound!.,0,amazon
2433,Easy to pair with my Samsung Cell.,1,amazon
2434,The instructions didn't explain that a microphone jack could be used.,0,amazon
2435,i would advise to not purchase this item it never worked very well.,0,amazon
2436,Too bad you have to pay up to $$$ a month for the service!,0,amazon
2437,Works well.,1,amazon
2438,The nokia CA-42 USB cable did not work with my phone.,0,amazon
2439,Clear crisp sound.,1,amazon
2440,"I have to use the smallest earpieces provided, but it stays on pretty well.",1,amazon
2441,"The biggest complaint I have is, the battery drains superfast.",0,amazon
2442,The design might be ergonomic in theory but I could not stand having these in my ear.,0,amazon
2443,Do NOT buy if you want to use the holster.,0,amazon
2444,The phone can also take great pictures and even video clips.,1,amazon
2445,It doesn't make you look cool.,0,amazon
2446,"Because both ears are occupied, background is not distracting at all.",1,amazon
2447,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,amazon
2448,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,amazon
2449,You can't beat the price on these.,1,amazon
2450,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,amazon
2451,lightweight and works well.,1,amazon
2452,So just beware.,0,amazon
2453,I love this cable - it allows me to connect any mini-USB device to my PC.,1,amazon
2454,So anyone near you will hear part of your conversation.,0,amazon
2455,This is cool because most cases are just open there allowing the screen to get all scratched up.,1,amazon
2456,I bought this phone as a replacement for my StarTac and have regretted it since.,0,amazon
2457,Appears to actually outperform the original battery from China that came with my V325i.,1,amazon
2458,Can't store anything but phone numbers to SIM.,0,amazon
2459,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,amazon
2460,Poor quality.,0,amazon
2461,"jabra ear gels ""R"" the best!.",1,amazon
2462,Not worth it.,0,amazon
2463,The phone crashed completely and now I have to get it replaced.,0,amazon
